sample,status,n_meta,xy_hull_area,xy_spread_max,xy_spread_mean,score,i1_err_xy_max,i1_err_y_max,dist_to_white_i1
101,ok,36,3.50993364664e-05,0.0125786953369,0.002743931701,0.017339402053,1.24126707662e-16,2.22044604925e-16,0.0099358397572
972,few_meta,20,3.10297420747e-05,0.0122965095268,0.00369853182222,0.0167597849402,1.24126707662e-16,1.11022302463e-16,0.0141129690332
30,ok,29,3.09148965934e-05,0.0124316767044,0.00300129209807,0.0167417227152,1.11022302463e-16,2.22044604925e-16,0.00630575661061
782,ok,34,3.34351100807e-05,0.0119789700509,0.00212687300098,0.0164165578607,1.24126707662e-16,2.22044604925e-16,0.0168531018178
774,few_meta,23,2.78271905185e-05,0.0123178672048,0.00258482366791,0.0161740948006,7.85046229342e-17,1.11022302463e-16,0.00973988318004
678,ok,38,3.5741214999e-05,0.0111452195359,0.00254344397729,0.0159428541312,1.11022302463e-16,2.22044604925e-16,0.0173989583868
1094,ok,36,2.63081474706e-05,0.0119962528879,0.00272718380526,0.0156986673454,1.57009245868e-16,2.22044604925e-16,0.00345763079907
1231,ok,39,3.15179709173e-05,0.0111536166896,0.00248650136788,0.0154330734732,2.35513868803e-16,2.22044604925e-16,0.00484935531412
964,ok,29,2.38927586566e-05,0.011613681893,0.0023904895169,0.0149589108352,7.85046229342e-17,1.11022302463e-16,0.00755605921849
1171,ok,24,2.17600347338e-05,0.0107864604227,0.00206043102792,0.0138097507964,7.85046229342e-17,2.22044604925e-16,0.00831971996482
1132,ok,29,1.94121289816e-05,0.0107258494307,0.00277741893304,0.0136107886951,1.66533453694e-16,2.22044604925e-16,0.00755695381226
1239,few_meta,21,2.93623652521e-05,0.00938664780303,0.00262220212135,0.0134345720575,7.85046229342e-17,2.22044604925e-16,0.00851154988973
1201,few_meta,18,1.28493659531e-05,0.0111647599297,0.0018830955297,0.0130833029501,7.85046229342e-17,2.22044604925e-16,0.00962289416874
38,few_meta,22,2.57397523879e-05,0.00948400587901,0.00201219106405,0.0129752143784,1.66533453694e-16,1.11022302463e-16,0.0157896872552
722,few_meta,20,1.86407968477e-05,0.00927757973439,0.00242587619103,0.0119996505943,7.85046229342e-17,1.11022302463e-16,0.0105579063144
109,ok,30,2.50254083713e-05,0.00841947581079,0.00268401883385,0.0119593285821,1.24126707662e-16,1.11022302463e-16,0.0197892203005
1102,few_meta,21,2.23698019205e-05,0.00885348527418,0.00204363308997,0.0119465881226,1.24126707662e-16,3.33066907388e-16,0.00690013881116
0,few_meta,19,2.03460907223e-05,0.0081937478964,0.002034354978,0.0110421497787,1.24126707662e-16,2.22044604925e-16,0.0109730175047
71,ok,24,1.79141926481e-05,0.00808402042,0.00216837399265,0.0106673983363,1.24126707662e-16,2.22044604925e-16,0.0158484968299
1163,few_meta,19,1.34252884275e-05,0.00792517415732,0.00216212015565,0.00996863279975,1.11022302463e-16,1.11022302463e-16,0.0047021861618
